# Time[fs]	ED=0.0012[aJ]	ED=0.0020[aJ]	ED=0.0028[aJ]	ED=0.0035[aJ]
3004.0	3.27698792821E-4	0.0140289335277	0.171451910977	0.212071953388
3006.0	3.28432643354E-4	0.0140522445534	0.171677959033	0.212329336982
3008.0	3.2921399809E-4	0.0140791762848	0.171957087716	0.212603699223
3010.0	3.30169925739E-4	0.0141100995927	0.172235376527	0.212829419267
3012.0	3.31153508801E-4	0.014145433066	0.172448732664	0.21304291609
3014.0	3.32001773385E-4	0.0141785468526	0.172634146679	0.213276772815
3016.0	3.33185111618E-4	0.0142054555418	0.172848689303	0.213525001537
3018.0	3.34193793999E-4	0.0142289431731	0.1730647253	0.213749184809
3020.0	3.35109458093E-4	0.0142513421936	0.173290998185	0.214011569355
3022.0	3.36392503168E-4	0.0142773986321	0.173585066645	0.214234420257
3024.0	3.38028740755E-4	0.0143036620085	0.173842620406	0.214477185962
3026.0	3.39403845642E-4	0.0143320795787	0.174069152428	0.214745024983
3028.0	3.40704060349E-4	0.0143610921843	0.174347322664	0.214975680418
3030.0	3.41888499454E-4	0.0143922577693	0.174592464456	0.215236638996
3032.0	3.43012482313E-4	0.0144201278642	0.1748171427	0.215476846253
3034.0	3.43868898131E-4	0.0144490551321	0.175042848953	0.215693491938
3036.0	3.44847225582E-4	0.014486239628	0.175280376944	0.215928636028
3038.0	3.46112442349E-4	0.0145147597888	0.175479469003	0.216150577085
3040.0	3.47079012772E-4	0.0145435767315	0.175710878805	0.21637881145
3042.0	3.48071117611E-4	0.0145786226651	0.175941651679	0.216584859796
3044.0	3.49050261014E-4	0.0146104701075	0.176171012659	0.216786244482
3046.0	3.50037095961E-4	0.0146432233073	0.176371394938	0.217022891161
3048.0	3.50967845448E-4	0.0146727406346	0.176630505361	0.217254985743
3050.0	3.51949440629E-4	0.0147056630527	0.176869799135	0.217489463257
3052.0	3.52916095604E-4	0.0147424924059	0.177092705136	0.217748028247
3054.0	3.5375609085E-4	0.0147778160994	0.177303121951	0.218005382947
3056.0	3.5471435014E-4	0.0148076893648	0.177509694862	0.218188140048
3058.0	3.5598978331E-4	0.0148433501332	0.177763202485	0.218403027901
3060.0	3.571938601E-4	0.0148845536024	0.177995942229	0.218668160659
3062.0	3.58412309654E-4	0.0149227389366	0.178205630136	0.218953142649
3064.0	3.59614235963E-4	0.014956560894	0.178433256945	0.21920683484
3066.0	3.60826642672E-4	0.0149908199326	0.178650412193	0.219482522484
3068.0	3.62108568371E-4	0.0150124998599	0.178849356406	0.219732351792
3070.0	3.63161794372E-4	0.0150374213896	0.179059885159	0.219984397159
3072.0	3.64202457574E-4	0.0150660487625	0.179292448247	0.220199736745
3074.0	3.64968783559E-4	0.0150955207049	0.179524331222	0.220439565966
3076.0	3.66054369831E-4	0.0151316908238	0.179741154576	0.220673549414
3078.0	3.67249452466E-4	0.0151588464693	0.179985523054	0.220908424562
3080.0	3.68221283757E-4	0.015186740966	0.180217545809	0.221187245823
3082.0	3.69228778222E-4	0.0152090903012	0.180480826433	0.221470835013
3084.0	3.70490898153E-4	0.0152321758272	0.18075009951	0.221711015165
3086.0	3.71838367933E-4	0.0152566564778	0.181013930171	0.221986101982
3088.0	3.72910672178E-4	0.0152802241577	0.18122010476	0.222161731993
3090.0	3.7388905967E-4	0.0153102035458	0.181454267788	0.222377288675
3092.0	3.74982806374E-4	0.0153413306929	0.181696096859	0.22262214223
3094.0	3.75956852495E-4	0.0153806410661	0.181981914267	0.222850666373
3096.0	3.7691657105E-4	0.0154147737461	0.182213981259	0.223097615022
3098.0	3.77727976532E-4	0.0154456212789	0.182503758428	0.223353288144
3100.0	3.78398103469E-4	0.0154824276856	0.182706675198	0.223540712954
3102.0	3.79344145749E-4	0.0155189270541	0.182943072229	0.223827448198
3104.0	3.8043157123E-4	0.0155471258174	0.183181077028	0.224062347279
3106.0	3.81482123852E-4	0.0155747286751	0.183439925597	0.224359816289
3108.0	3.82632554836E-4	0.0155949111047	0.183658845566	0.224614939166
3110.0	3.83822200721E-4	0.0156254132903	0.183888670527	0.224823514122
3112.0	3.84779911679E-4	0.015653252743	0.184081459546	0.225054334225
3114.0	3.85915934686E-4	0.015680063761	0.184292338032	0.225300663775
3116.0	3.87496437309E-4	0.0157055147788	0.184556987706	0.225535256235
3118.0	3.89130132611E-4	0.0157377758907	0.184771368367	0.225773477217
3120.0	3.90396106333E-4	0.0157683368065	0.185089907631	0.2260015879
3122.0	3.91506681949E-4	0.0157983311154	0.18537070726	0.226230663069
3124.0	3.9266052096E-4	0.0158342675054	0.185657303915	0.22646626867
3126.0	3.94078221727E-4	0.0158675214995	0.185903266984	0.226691101466
3128.0	3.95688890279E-4	0.0158998973754	0.186169575482	0.22693954727
3130.0	3.96889923677E-4	0.0159315278659	0.186394429177	0.22720405312
3132.0	3.98105411427E-4	0.0159605429911	0.186630492314	0.227518516712
3134.0	3.99430514328E-4	0.0159905111941	0.186883960311	0.227776666689
3136.0	4.00606053663E-4	0.0160138841293	0.187149354457	0.228062587578
3138.0	4.01898936868E-4	0.0160242897824	0.18739135977	0.228316133315
3140.0	4.03220929591E-4	0.016045730842	0.187694773216	0.228554852999
3142.0	4.04187793191E-4	0.0160743405922	0.18797432183	0.228809885034
3144.0	4.0521396423E-4	0.0161011391252	0.188297976555	0.22904204982
3146.0	4.06200071233E-4	0.0161292031457	0.188551613594	0.229292304763
3148.0	4.07971150477E-4	0.0161586801445	0.188806864272	0.229530509874
3150.0	4.09570236427E-4	0.0161873349374	0.189016344213	0.229779362535
3152.0	4.10831652021E-4	0.0162134857467	0.189234996569	0.230039734481
3154.0	4.12020382466E-4	0.0162410504953	0.18948403352	0.230253973599
3156.0	4.13138145629E-4	0.016273692732	0.189702028577	0.230465961671
3158.0	4.14272873474E-4	0.0163065083037	0.189954303671	0.230700847048
3160.0	4.15381238703E-4	0.0163279780702	0.190234577338	0.230920888291
3162.0	4.16597724685E-4	0.0163518808503	0.190503911992	0.231128927879
3164.0	4.18090926103E-4	0.0163772966824	0.190769745248	0.231348072052
3166.0	4.19556025617E-4	0.0164054749208	0.191042561636	0.231563654101
3168.0	4.20598267943E-4	0.0164385984404	0.191313338299	0.231829513871
3170.0	4.21703220809E-4	0.0164671327139	0.191568757981	0.232116864883
3172.0	4.22731533259E-4	0.0164868638826	0.191792240122	0.232395518176
3174.0	4.23643981505E-4	0.0165153300343	0.192040069213	0.232641853667
3176.0	4.24814718037E-4	0.0165443182977	0.192252680319	0.232874994447
3178.0	4.2618081383E-4	0.016568550419	0.19248415091	0.233181918226
3180.0	4.2747987497E-4	0.0166010537131	0.192738533631	0.233468498826
3182.0	4.28953188835E-4	0.0166247092832	0.192956259362	0.233770073788
3184.0	4.30353336679E-4	0.0166524440704	0.193161995012	0.234057031853
3186.0	4.31853227622E-4	0.0166794216395	0.193406988852	0.234283281171
3188.0	4.33279612812E-4	0.0167070977239	0.193618594256	0.234501182376
3190.0	4.34510432196E-4	0.0167322118676	0.193857203956	0.234743257851
3192.0	4.35369762575E-4	0.0167510831308	0.194079995177	0.234961492211
3194.0	4.36664408106E-4	0.0167749358792	0.194287198229	0.235229490239
3196.0	4.37950647838E-4	0.0168003513385	0.194543504468	0.23545749071
3198.0	4.39305978145E-4	0.0168239713976	0.194816273533	0.23572114721
3200.0	4.40529105595E-4	0.0168531157344	0.195064154864	0.235987422183
3202.0	4.42201948223E-4	0.0168841957358	0.195350036804	0.236254249122
3204.0	4.43414184542E-4	0.0169240001201	0.19561980375	0.236545136189
3206.0	4.44488127887E-4	0.0169665255458	0.195876794686	0.23684603211
3208.0	4.45709084485E-4	0.0170016431448	0.196076667041	0.237114561628
3210.0	4.46964429333E-4	0.0170341965261	0.196316532901	0.237370932563
3212.0	4.48008281578E-4	0.0170682680913	0.196517965922	0.237604908765
3214.0	4.49067030967E-4	0.0170964987276	0.19674249965	0.237822184402
3216.0	4.5018594373E-4	0.0171239859514	0.19691968894	0.23806527767
3218.0	4.51064694023E-4	0.0171598504156	0.197145723292	0.238313365849
3220.0	4.52040575687E-4	0.0171938115979	0.19737338633	0.238595237662
3222.0	4.52881411608E-4	0.0172369656652	0.197620119875	0.23891136861
3224.0	4.54228703189E-4	0.0172854718503	0.197878259954	0.239263073892
3226.0	4.55287344339E-4	0.0173238282231	0.198094877166	0.239517302463
3228.0	4.56391135772E-4	0.0173639701177	0.198297920167	0.239784253353
3230.0	4.57499218357E-4	0.0174055883702	0.198559031781	0.240030671822
3232.0	4.58572319949E-4	0.0174392580706	0.198788846742	0.24026911945
3234.0	4.5944919233E-4	0.0174725965737	0.199028679283	0.240525433941
3236.0	4.60538745478E-4	0.0175018631603	0.199270486132	0.240755920279
3238.0	4.61659079439E-4	0.0175279888625	0.199537277319	0.240993182837
3240.0	4.62948538952E-4	0.0175484957679	0.199843765749	0.241224938308
3242.0	4.64294559646E-4	0.0175718603288	0.200136766058	0.241454522128
3244.0	4.65589704793E-4	0.0176037590655	0.200434281545	0.241701576726
3246.0	4.66747474726E-4	0.0176370427991	0.200720215827	0.241953172359
3248.0	4.67848486651E-4	0.0176652510474	0.200930118781	0.24220663322
3250.0	4.69063985257E-4	0.0176942608665	0.201201989784	0.242484312224
3252.0	4.701985288E-4	0.0177190677828	0.201471591342	0.242668731731
3254.0	4.7149155011E-4	0.0177439545702	0.201727275952	0.242891422935
3256.0	4.72670500978E-4	0.0177748524656	0.20196179936	0.243106704678
3258.0	4.73749304026E-4	0.017805515918	0.20221080729	0.243331390513
3260.0	4.74611866594E-4	0.0178299431088	0.202464252414	0.243621847584
3262.0	4.75415370478E-4	0.0178490460359	0.202706697638	0.243848256093
3264.0	4.76665210548E-4	0.0178713928456	0.202932923027	0.244136514145
3266.0	4.77727672603E-4	0.0179004063408	0.203139097448	0.244352269109
3268.0	4.79263051061E-4	0.0179311142958	0.20334945496	0.244589740981
3270.0	4.80460842509E-4	0.0179657535625	0.203553592088	0.244800032905
3272.0	4.81531040486E-4	0.0179922367483	0.203750454869	0.2450918374
3274.0	4.82818732601E-4	0.0180223414406	0.203960800998	0.245342953193
3276.0	4.83794011822E-4	0.0180549027524	0.204222560142	0.24563584637
3278.0	4.84927985063E-4	0.0180826835728	0.20445772923	0.245935796576
3280.0	4.86026904629E-4	0.0181110897035	0.204685285604	0.246188424413
3282.0	4.8719132506E-4	0.0181365218931	0.204904440026	0.246487914977
3284.0	4.88234289175E-4	0.0181631841933	0.205129870613	0.24674309026
3286.0	4.89235095954E-4	0.0181928010488	0.205350548491	0.247006079052
3288.0	4.90455599254E-4	0.0182269362544	0.205540622012	0.247227022277
3290.0	4.91576913409E-4	0.0182589237936	0.205758481587	0.24743261719
3292.0	4.92649580823E-4	0.0182923415696	0.206016510886	0.24767772925
3294.0	4.93642566334E-4	0.0183279456452	0.206253241642	0.247957653074
3296.0	4.94933079706E-4	0.0183589524111	0.206536898465	0.248181401904
3298.0	4.96273904442E-4	0.0183870842284	0.206769289665	0.248410982602
3300.0	4.97416639133E-4	0.0184161545951	0.207058838152	0.248653435649
3302.0	4.98461628828E-4	0.0184531397965	0.207329691987	0.248859438633
3304.0	4.99577956253E-4	0.0184900765875	0.207597041653	0.249102103608
3306.0	5.00793144761E-4	0.0185154129034	0.207837540452	0.249343913165
3308.0	5.02204446825E-4	0.0185404803099	0.208085986958	0.249562516456
3310.0	5.03794013561E-4	0.0185703770042	0.20828783524	0.249815844959
3312.0	5.04870298983E-4	0.0186028488391	0.208494497778	0.250087366009
3314.0	5.05963726538E-4	0.0186401406398	0.208702635807	0.250319461462
3316.0	5.07486078517E-4	0.0186799173275	0.208912591561	0.250562488321
3318.0	5.0896190359E-4	0.0187133434122	0.209133115244	0.250782799816
3320.0	5.10135641111E-4	0.0187397939398	0.209373755401	0.250995685031
3322.0	5.11477762968E-4	0.0187572904482	0.209637174206	0.251204281173
3324.0	5.1246717444E-4	0.0187782950699	0.209890414534	0.251467107848
3326.0	5.13230352506E-4	0.0188031765247	0.210140325023	0.251736158724
3328.0	5.14440046834E-4	0.0188330827314	0.210376019143	0.25201873539
3330.0	5.15490973298E-4	0.018858893227	0.210612507552	0.252282851389
3332.0	5.16629249219E-4	0.0188831183349	0.210875204088	0.252560716817
3334.0	5.17993340171E-4	0.0189114384337	0.211121249624	0.252801793774
3336.0	5.19487590696E-4	0.0189360158648	0.2113800658	0.25304756972
3338.0	5.20775870596E-4	0.0189588958901	0.211635677836	0.253290765731
3340.0	5.22266578178E-4	0.0189875461449	0.211913750491	0.253529580733
3342.0	5.2364869355E-4	0.0190210662427	0.212168587521	0.253825188107
3344.0	5.24917326487E-4	0.0190405808595	0.212418043308	0.254064891932
3346.0	5.26406092025E-4	0.0190629812771	0.212639012919	0.254283312622
3348.0	5.27651585363E-4	0.0190931409471	0.212902507304	0.254514999718
3350.0	5.28672247526E-4	0.0191210342896	0.213164309004	0.254792463602
3352.0	5.30023984841E-4	0.0191515557999	0.21340821104	0.255068439241
3354.0	5.31638993904E-4	0.0191760367158	0.213612118196	0.255347334173
3356.0	5.33083905189E-4	0.0192005778037	0.213833819243	0.255634445835
3358.0	5.34648057004E-4	0.0192282080577	0.21403549866	0.255893269024
3360.0	5.36151386561E-4	0.0192596825016	0.214311630075	0.256135058707
3362.0	5.37678057009E-4	0.0192877879638	0.214657795558	0.256375984404
3364.0	5.39174829972E-4	0.0193158743879	0.214912097922	0.256611649631
3366.0	5.40659958752E-4	0.0193457515125	0.215195143216	0.256885742746
3368.0	5.42412544578E-4	0.019375545735	0.215429575735	0.25716284809
3370.0	5.44272055238E-4	0.0194128470302	0.215630457104	0.257443540741
3372.0	5.45634905039E-4	0.0194513717311	0.215852160207	0.257698110104
3374.0	5.46894665859E-4	0.0194813973813	0.216089810394	0.257959036916
3376.0	5.48439525566E-4	0.0195117151609	0.216296002963	0.258226487472
3378.0	5.49848218201E-4	0.0195507415186	0.216522858545	0.258477465409
3380.0	5.51217641507E-4	0.0195849781809	0.216708507571	0.258727484558
3382.0	5.52712869858E-4	0.0196154977407	0.2169122762	0.258990626957
3384.0	5.54465565992E-4	0.0196474355891	0.217175308715	0.259220268816
3386.0	5.56607746826E-4	0.0196801008995	0.217420167318	0.259439836672
3388.0	5.58942006222E-4	0.0197078532669	0.217663840003	0.259670738827
3390.0	5.61233823734E-4	0.0197392256107	0.217910919149	0.259892372187
3392.0	5.63454659801E-4	0.019764837473	0.218150101984	0.260142479409
3394.0	5.65151108582E-4	0.0197912005134	0.21839034076	0.260387595008
3396.0	5.66667080713E-4	0.0198202879504	0.218643283082	0.260632963189
3398.0	5.67985979646E-4	0.0198480815017	0.218931834764	0.260867523972
3400.0	5.69775641715E-4	0.0198849280772	0.219189967658	0.261104350367
3402.0	5.70774722879E-4	0.0199293014171	0.219447789574	0.261354053852
3404.0	5.71733905511E-4	0.0199667918508	0.219764274498	0.261646925053
3406.0	5.72665041144E-4	0.0200069182676	0.220001268059	0.261885890877
3408.0	5.73638616946E-4	0.0200448458315	0.220285323615	0.262122766872
3410.0	5.74991814905E-4	0.0200798932748	0.220566215039	0.262335854245
3412.0	5.76324318372E-4	0.0201079213666	0.220799958285	0.26255466351
3414.0	5.77700333939E-4	0.0201386187931	0.221094975969	0.262773938528
3416.0	5.79371752365E-4	0.0201660458124	0.221383159052	0.263017417629
3418.0	5.81070241951E-4	0.0201887168358	0.221656582048	0.263233789479
3420.0	5.82951288981E-4	0.0202229163885	0.22187269634	0.26347465018
3422.0	5.84853201265E-4	0.0202616893179	0.222104445605	0.263709879846
3424.0	5.8646365524E-4	0.0202977257111	0.222362425473	0.263947662897
3426.0	5.87743473786E-4	0.0203346187151	0.222603749338	0.264172112532
3428.0	5.89082469314E-4	0.0203802299697	0.222837647233	0.264363564401
3430.0	5.91022947701E-4	0.0204137695001	0.223074419638	0.264601427023
3432.0	5.92414822416E-4	0.0204432496975	0.223331384403	0.264819301827
3434.0	5.93515349366E-4	0.0204830085616	0.223556540836	0.264998313826
3436.0	5.94616377912E-4	0.0205268509773	0.223810560212	0.265218312442
3438.0	5.95892172927E-4	0.020569863751	0.224077706283	0.265448164037
3440.0	5.97580088655E-4	0.0206090622374	0.224301863459	0.265691427523
3442.0	5.98928056378E-4	0.0206457342546	0.22447425221	0.265960845819
3444.0	5.99809214859E-4	0.0206792810382	0.224675177369	0.266177697013
3446.0	6.00936615166E-4	0.0207087068728	0.22491554493	0.266449024353
3448.0	6.02289943931E-4	0.0207423589911	0.225128565805	0.266732150988
3450.0	6.03677428788E-4	0.0207711979288	0.225339625918	0.26700008514
3452.0	6.05377340948E-4	0.0208005463798	0.225563107585	0.267300829647
3454.0	6.06710325086E-4	0.0208320581329	0.225805854233	0.267583481548
3456.0	6.08121599018E-4	0.0208638902444	0.225987222723	0.267809993296
3458.0	6.09874135872E-4	0.0208991206944	0.226219715394	0.268045727152
3460.0	6.11532217075E-4	0.020929384692	0.226437149847	0.268299945676
3462.0	6.1320001204E-4	0.0209555625572	0.22663247752	0.268565048082
3464.0	6.14924435904E-4	0.0209830707203	0.226878412135	0.268798975167
3466.0	6.16770439085E-4	0.0210105888817	0.227096093401	0.268963284622
3468.0	6.19013654454E-4	0.0210385524597	0.227325021877	0.269197240359
3470.0	6.20759695063E-4	0.0210684339245	0.227542225805	0.269429777102
3472.0	6.22121349797E-4	0.0211052390555	0.227725246952	0.269653359965
3474.0	6.23341150822E-4	0.0211379812972	0.227940443985	0.269860625694
3476.0	6.24667465474E-4	0.0211671055859	0.228181681176	0.270057692041
3478.0	6.26190485199E-4	0.0212007714466	0.228438029073	0.27027736104
3480.0	6.2748583685E-4	0.021238251894	0.228706774283	0.270495315425
3482.0	6.28929117775E-4	0.0212712781257	0.228931711997	0.270740642294
3484.0	6.30694734138E-4	0.0213022589393	0.229159755612	0.271025905645
3486.0	6.32635621097E-4	0.0213256170039	0.229383667641	0.271215441381
3488.0	6.34549948755E-4	0.0213536396705	0.229608387992	0.271479371323
3490.0	6.36510608851E-4	0.021387784659	0.229849029739	0.271741895187
3492.0	6.38118658709E-4	0.0214137309775	0.230102839993	0.271985253088
3494.0	6.39331109849E-4	0.0214519304982	0.230330612355	0.272303496201
3496.0	6.40378345479E-4	0.0214878328018	0.230537200907	0.272513496004
3498.0	6.41761968155E-4	0.0215298834592	0.230753461734	0.272781948953
3500.0	6.43164383058E-4	0.0215693899197	0.230993348722	0.273007909951
